Accident_Id,crash_date,traffic_control_device,weather_condition,lighting_condition,trafficway_type,alignment,damage,prim_contributory_cause,num_units,Urban_or_Rural_Area,most_severe_injury,Accident_Severity,injuries_total,injuries_fatal,injuries_Serious,injuries_Slight,injuries_no_indication,crash_hour,crash_day_of_week,crash_month
200701BS70320,09-01-2022 00:00,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,$500 OR LESS,IMPROPER OVERTAKING/PASSING,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,16,5,9
200701BS70321,06/14/2023,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,$500 OR LESS,FOLLOWING TOO CLOSELY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,4,17,4,6
200701BS70322,11/17/2017,STOP SIGN/FLASHER,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"$501 - $1,500",DISREGARDING STOP SIGN,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,16,6,11
200701BS70323,07-04-2023 00:00,NO CONTROLS,CLEAR,DAWN,FOUR WAY,STRAIGHT AND LEVEL,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,1,20,3,7
200701BS70325,02-08-2019 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,"REPORTED, NOT EVIDENT",Slight,1,0,0,0,1,16,6,2
200701BS70326,06-07-2018 00:00,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,4,6,5,6
200701BS70327,08/21/2020,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,T-INTERSECTION,STRAIGHT AND LEVEL,"$501 - $1,500",UNABLE TO DETERMINE,3,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,16,6,8
200701BS70328,09/24/2020,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,12,5,9
200701BS70329,08/26/2020,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,Urban,"REPORTED, NOT EVIDENT",Slight,1,0,0,0,3,14,4,8
200701BS70330,06-09-2023 00:00,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,17,6,6
200701BS70331,08-10-2019 00:00,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,23,7,8
200701BS70332,02-08-2020 00:00,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,7,18,7,2
200701BS70333,11-12-2019 00:00,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,DIVIDED - W/MEDIAN BARRIER,STRAIGHT ON GRADE,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,17,3,11
200701BS70334,05-08-2019 00:00,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,STRAIGHT AND LEVEL,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,6,21,4,5
200701BS70335,06-04-2020 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,17,5,6
200701BS70336,09/16/2018,TRAFFIC SIGNAL,CLEAR,DARKNESS,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500","EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",1,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,1,21,1,9
200701BS70337,07/18/2020,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"$501 - $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,0,7,7
200701BS70338,01/15/2022,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,3,Urban,"REPORTED, NOT EVIDENT",Slight,2,0,0,0,2,12,7,1
200701BS70339,04/29/2020,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,Urban,"REPORTED, NOT EVIDENT",Slight,2,0,0,0,1,19,4,4
200701BS70340,06/19/2017,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,20,2,6
200701BS70341,05/26/2021,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,Urban,"REPORTED, NOT EVIDENT",Slight,1,0,0,0,1,11,4,5
200701BS70343,01/28/2019,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"$501 - $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,8,2,1
200701BS70344,06/20/2020,NO CONTROLS,RAIN,DARKNESS,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"OVER $1,500",DRIVING ON WRONG SIDE/WRONG WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,23,7,6
200701BS70345,03-10-2023 00:00,TRAFFIC SIGNAL,FREEZING RAIN/DRIZZLE,DARKNESS,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,"REPORTED, NOT EVIDENT",Slight,1,0,0,0,1,19,6,3
200701BS70346,03-03-2017 00:00,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,9,6,3
200701BS70347,10/25/2022,TRAFFIC SIGNAL,RAIN,DAYLIGHT,TRAFFIC ROUTE,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,4,7,3,10
200701BS70348,12-06-2019 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING OTHER TRAFFIC SIGNS,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,13,6,12
200701BS70349,09/25/2017,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,$500 OR LESS,FOLLOWING TOO CLOSELY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,4,8,2,9
200701BS70350,01/17/2020,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,6,6,1
200701BS70351,10-11-2019 00:00,STOP SIGN/FLASHER,RAIN,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",FOLLOWING TOO CLOSELY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,11,6,10
200701BS70352,12/22/2015,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,19,3,12
200701BS70353,07/22/2018,STOP SIGN/FLASHER,OTHER,"DARKNESS, LIGHTED ROAD",ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,1,1,1,7
200701BS70354,01/24/2019,NO CONTROLS,SNOW,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,3,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,15,5,1
200701BS70355,01-02-2022 00:00,NO CONTROLS,SNOW,DARKNESS,ONE-WAY,STRAIGHT AND LEVEL,$500 OR LESS,UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,1,19,1,1
200701BS70356,01/24/2022,TRAFFIC SIGNAL,SNOW,DAYLIGHT,T-INTERSECTION,STRAIGHT AND LEVEL,"OVER $1,500",DISTRACTION - FROM OUTSIDE VEHICLE,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,3,7,2,1
200701BS70357,08/23/2021,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,2,12,2,8
200701BS70358,11/18/2018,LANE USE MARKING,CLEAR,DAYLIGHT,OTHER,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER LANE USAGE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,6,1,11
200701BS70359,01/19/2022,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,"REPORTED, NOT EVIDENT",Slight,1,0,0,0,1,12,4,1
200701BS70360,06-02-2017 00:00,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,$500 OR LESS,FOLLOWING TOO CLOSELY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,20,6,6
200701BS70361,02/23/2019,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,15,7,2
200701BS70362,02-01-2021 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,INCAPACITATING INJURY,Slight,1,0,1,0,1,9,2,2
200701BS70363,03-04-2019 00:00,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,17,2,3
200701BS70364,04/24/2020,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,1,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,1,15,6,4
200701BS70365,11/18/2019,NO CONTROLS,RAIN,DAYLIGHT,DRIVEWAY,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER BACKING,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,14,2,11
200701BS70366,05/29/2021,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,14,7,5
200701BS70367,04/26/2021,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,3,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,15,2,4
200701BS70368,08/15/2018,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ONE-WAY,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER OVERTAKING/PASSING,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,15,4,8
200701BS70370,05-11-2018 00:00,TRAFFIC SIGNAL,CLEAR,DAWN,OTHER,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,Urban,NONINCAPACITATING INJURY,Serious,1,0,0,1,3,5,6,5
200701BS70371,08/17/2020,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ONE-WAY,STRAIGHT AND LEVEL,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,1,15,2,8
200701BS70372,09-02-2022 00:00,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,21,6,9
200701BS70373,10/19/2019,STOP SIGN/FLASHER,CLEAR,DUSK,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING STOP SIGN,2,Urban,NONINCAPACITATING INJURY,Serious,1,0,0,1,1,18,7,10
200701BS70374,12/21/2022,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,20,4,12
200701BS70375,12-10-2020 00:00,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,STRAIGHT ON GRADE,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,6,5,12
200701BS70376,09-07-2017 00:00,LANE USE MARKING,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"OVER $1,500","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",3,Urban,INCAPACITATING INJURY,Slight,1,0,1,0,2,7,5,9
200701BS70377,11/14/2022,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,15,2,11
200701BS70378,04/15/2023,UNKNOWN,CLEAR,DAWN,Y-INTERSECTION,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,3,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,4,19,7,4
200701BS70379,03-08-2021 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,Urban,INCAPACITATING INJURY,Serious,1,0,1,0,1,14,2,3
200701BS70381,12/20/2018,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,17,5,12
200701BS70382,10/28/2021,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,"FIVE POINT, OR MORE",STRAIGHT AND LEVEL,$500 OR LESS,FOLLOWING TOO CLOSELY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,9,5,10
200701BS70383,12/24/2021,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,CENTER TURN LANE,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER LANE USAGE,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,12,6,12
200701BS70384,07-03-2018 00:00,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING STOP SIGN,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,18,3,7
200701BS70385,07-10-2021 00:00,TRAFFIC SIGNAL,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"OVER $1,500",NOT APPLICABLE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,16,7,7
200701BS70386,10/23/2019,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING STOP SIGN,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,1,9,4,10
200701BS70387,11-02-2017 00:00,STOP SIGN/FLASHER,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,STRAIGHT AND LEVEL,$500 OR LESS,FOLLOWING TOO CLOSELY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,5,19,5,11
200701BS70388,11/19/2021,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,2,21,6,11
200701BS70389,03/24/2021,TRAFFIC SIGNAL,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"$501 - $1,500",DISREGARDING TRAFFIC SIGNALS,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,4,4,3
200701BS70390,02-06-2023 00:00,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",FOLLOWING TOO CLOSELY,2,Urban,"REPORTED, NOT EVIDENT",Slight,1,0,0,0,2,7,2,2
200701BS70391,11-09-2019 00:00,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,STRAIGHT AND LEVEL,"$501 - $1,500",TURNING RIGHT ON RED,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,18,7,11
200701BS70392,02/19/2023,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING STOP SIGN,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,10,1,2
200701BS70393,02/20/2021,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"OVER $1,500","EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,9,7,2
200701BS70394,01/24/2017,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,1,5,3,1
200701BS70395,04/17/2023,UNKNOWN,CLEAR,DAYLIGHT,UNKNOWN,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,18,2,4
200701BS70396,08/23/2020,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,15,1,8
200701BS70397,02/17/2020,STOP SIGN/FLASHER,RAIN,DAYLIGHT,T-INTERSECTION,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,2,15,2,2
200701BS70398,01-02-2019 00:00,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING STOP SIGN,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,16,4,1
200701BS70399,03/31/2019,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",CENTER TURN LANE,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,Urban,NONINCAPACITATING INJURY,Serious,1,0,0,1,2,2,1,3
200701BS70400,06-02-2022 00:00,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,T-INTERSECTION,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NONINCAPACITATING INJURY,Slight,3,0,0,2,0,7,5,6
200701BS70401,10-09-2018 00:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,6,17,3,10
200701BS70403,02-06-2023 00:00,NO CONTROLS,CLEAR,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT ON GRADE,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,1,7,2,2
200701BS70405,04/18/2019,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD","FIVE POINT, OR MORE",STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,22,5,4
200701BS70406,08/26/2020,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER LANE USAGE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,11,4,8
200701BS70407,11-11-2021 00:00,TRAFFIC SIGNAL,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,"OVER $1,500",DISTRACTION - FROM OUTSIDE VEHICLE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,12,5,11
200701BS70408,07/25/2018,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"$501 - $1,500",UNABLE TO DETERMINE,2,Urban,NONINCAPACITATING INJURY,Serious,1,0,0,1,1,14,4,7
200701BS70409,04/18/2018,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,14,4,4
200701BS70410,01/29/2022,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,3,Urban,NONINCAPACITATING INJURY,Slight,2,0,0,2,1,16,7,1
200701BS70411,06/27/2021,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",DRIVING ON WRONG SIDE/WRONG WAY,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,21,1,6
200701BS70412,08/27/2022,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,STRAIGHT AND LEVEL,"OVER $1,500",IMPROPER LANE USAGE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,3,18,7,8
200701BS70413,08/25/2018,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,4,1,7,8
200701BS70414,01/16/2019,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,2,16,4,1
200701BS70415,08/13/2020,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",FOLLOWING TOO CLOSELY,2,Urban,NO INDICATION OF INJURY,Serious,0,0,0,0,3,14,5,8
200701BS70416,09/30/2021,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,T-INTERSECTION,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,1,16,5,9
200701BS70417,05/23/2020,TRAFFIC SIGNAL,RAIN,DAYLIGHT,"FIVE POINT, OR MORE",STRAIGHT AND LEVEL,$500 OR LESS,FAILING TO REDUCE SPEED TO AVOID CRASH,2,Urban,NONINCAPACITATING INJURY,Slight,1,0,0,1,3,15,7,5
200701BS70418,07/26/2019,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,3,Urban,NONINCAPACITATING INJURY,Slight,4,0,0,4,1,20,6,7
200701BS70419,12-03-2022 00:00,NO CONTROLS,CLEAR,DAYLIGHT,L-INTERSECTION,STRAIGHT AND LEVEL,"$501 - $1,500",IMPROPER BACKING,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,10,7,12
200701BS70420,01-02-2020 00:00,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,15,5,1
200701BS70421,05/24/2017,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,"OVER $1,500",UNABLE TO DETERMINE,2,Urban,NO INDICATION OF INJURY,Slight,0,0,0,0,2,16,4,5
